Room,DistToPlayer,LineOfSight,DistToWall,TimeInAction,SameRoom,DistToPatrol,AngleToPlayer,PlayerSpeed,Action
2,320.80,0,31.09,2.55,0,138.94,-174.69,34.89,PATROL
2,319.99,0,31.05,2.57,0,138.75,-174.62,34.98,PATROL
2,318.98,0,31.02,2.59,0,138.57,-174.54,35.10,PATROL
2,318.09,0,30.99,2.61,0,138.34,-174.44,35.16,PATROL
2,317.26,0,30.97,2.63,0,138.15,-174.36,35.21,PATROL
2,316.42,0,30.95,2.65,0,137.96,-174.29,35.24,PATROL
2,315.57,0,30.94,2.67,0,137.78,-174.21,35.25,PATROL
2,314.64,0,30.94,2.69,0,137.59,-174.12,35.24,PATROL
2,313.76,0,30.94,2.71,0,137.39,-174.03,35.21,PATROL
2,312.92,0,30.94,2.73,0,137.20,-173.95,35.30,PATROL
2,312.10,0,30.95,2.75,0,137.02,-173.87,35.39,PATROL
2,311.26,0,30.97,2.77,0,136.85,-173.79,35.48,PATROL
2,310.33,0,30.99,2.79,0,136.67,-173.71,35.58,PATROL
2,309.48,0,31.01,2.81,0,136.47,-173.62,35.66,PATROL
2,308.61,0,31.04,2.83,0,136.29,-173.54,35.74,PATROL
2,307.78,0,31.08,2.85,0,136.11,-173.45,35.82,PATROL
2,306.97,0,31.12,2.87,0,135.94,-173.37,35.90,PATROL
2,306.15,0,31.16,2.89,0,135.78,-173.29,35.97,PATROL
2,305.27,0,31.20,2.91,0,135.61,-173.21,36.05,PATROL
2,304.38,0,31.26,2.93,0,135.43,-173.12,36.13,PATROL
2,303.50,0,31.31,2.95,0,135.25,-173.03,36.21,PATROL
2,302.70,0,31.38,2.97,0,135.08,-172.95,36.28,PATROL
2,301.85,0,31.44,2.99,0,134.92,-172.87,36.35,PATROL
2,300.91,0,31.51,3.01,0,134.75,-172.78,36.42,PATROL
2,300.01,0,31.59,3.03,0,134.57,-172.68,36.50,PATROL
2,299.06,0,31.67,3.05,0,134.39,-172.59,36.57,PATROL
2,298.17,0,31.76,3.07,0,134.21,-172.49,36.64,PATROL
2,296.96,0,31.64,3.09,0,133.75,-172.39,36.71,PATROL
2,295.70,0,31.53,3.11,0,133.26,-172.28,36.78,PATROL
2,294.53,0,31.43,3.13,0,132.77,-172.17,36.84,PATROL
2,293.37,0,31.35,3.15,0,132.33,-172.07,36.89,PATROL
2,292.17,0,31.27,3.17,0,131.87,-171.96,36.92,PATROL
2,290.93,0,31.21,3.19,0,131.41,-171.86,36.93,PATROL
2,289.71,0,31.15,3.21,0,130.92,-171.74,36.92,PATROL
2,288.55,0,31.11,3.23,0,130.46,-171.63,36.89,PATROL
2,287.47,0,31.08,3.25,0,130.02,-171.53,36.95,PATROL
2,286.37,0,31.06,3.27,0,129.61,-171.43,37.00,PATROL
2,285.27,0,31.05,3.29,0,129.19,-171.33,37.06,PATROL
2,283.87,0,31.05,3.32,0,128.77,-171.21,37.14,PATROL
2,282.57,0,31.07,3.34,0,128.17,-171.08,37.20,PATROL
2,281.43,0,31.09,3.36,0,127.73,-170.97,37.25,PATROL
2,280.27,0,31.12,3.38,0,127.31,-170.86,37.30,PATROL
2,279.09,0,31.17,3.40,0,126.86,-170.74,37.36,PATROL
2,277.62,0,31.22,3.43,0,126.42,-170.62,37.43,PATROL
2,276.16,0,31.31,3.45,0,125.81,-170.47,37.49,PATROL
2,274.83,0,31.40,3.47,0,125.30,-170.33,37.55,PATROL
2,273.60,0,31.50,3.49,0,124.81,-170.21,37.60,PATROL
2,272.14,0,31.60,3.52,0,124.37,-170.08,37.66,PATROL
2,270.74,0,31.75,3.54,0,123.78,-169.92,37.72,PATROL
2,269.47,0,31.88,3.56,0,123.30,-169.79,37.76,PATROL
2,268.23,0,32.02,3.58,0,122.84,-169.67,37.81,PATROL
2,266.96,0,31.53,3.61,0,122.39,-169.54,37.86,PATROL
2,265.40,0,31.27,3.63,0,121.74,-169.64,37.91,PATROL
2,264.14,0,31.45,3.65,0,121.22,-169.50,37.95,PATROL
2,262.53,0,30.95,3.67,0,120.33,-169.36,37.99,PATROL
2,260.89,0,30.73,3.69,0,119.45,-169.41,38.02,PATROL
2,259.17,0,30.74,3.71,0,118.54,-169.27,38.02,PATROL
2,257.42,0,29.99,3.73,0,117.54,-169.33,38.00,PATROL
2,255.82,0,30.11,3.75,0,116.66,-169.19,37.97,PATROL
2,254.22,0,30.27,3.77,0,115.79,-169.05,38.01,PATROL
2,252.54,0,29.86,3.79,0,114.90,-168.90,38.05,PATROL
2,250.78,0,29.76,3.82,0,113.93,-168.96,38.09,PATROL
2,248.90,0,30.02,3.84,0,113.00,-168.79,38.14,PATROL
2,246.92,0,29.62,3.86,0,111.85,-168.60,38.18,PATROL
2,245.05,0,29.74,3.89,0,110.83,-168.67,38.22,PATROL
2,243.10,0,30.01,3.91,0,109.83,-168.49,38.27,PATROL
2,241.08,0,29.47,3.93,0,108.66,-168.57,38.31,PATROL
2,239.20,0,29.92,3.96,0,107.67,-168.39,38.35,PATROL
2,237.25,0,30.45,3.98,0,106.60,-168.20,38.39,PATROL
2,235.04,0,30.36,4.01,0,105.55,-167.99,38.44,PATROL
2,232.79,0,30.40,4.04,0,104.13,-168.10,38.47,PATROL
2,230.94,0,30.99,4.06,0,103.15,-167.91,38.51,PATROL
2,229.03,0,31.52,4.08,0,102.11,-167.72,38.54,PATROL
1,227.08,0,31.31,4.11,1,101.05,-167.78,38.58,PATROL
1,225.17,0,31.94,4.13,1,99.95,-167.61,38.61,PATROL
1,223.31,0,32.55,4.15,1,98.94,-167.44,38.64,PATROL
1,221.43,0,33.16,4.17,1,97.89,-167.27,38.67,PATROL
1,219.50,0,33.21,4.20,1,96.79,-167.28,38.70,PATROL
1,217.57,0,33.90,4.22,1,95.77,-167.10,38.71,PATROL
1,215.57,0,34.68,4.24,1,94.66,-166.91,38.69,PATROL
1,213.64,0,35.18,4.27,1,93.55,-166.72,38.64,PATROL
1,211.64,0,35.60,4.29,1,92.48,-166.72,38.68,PATROL
1,209.63,0,36.48,4.31,1,91.33,-166.52,38.71,PATROL
1,207.77,0,37.11,4.34,1,90.26,-166.33,38.74,PATROL
1,205.73,0,37.50,4.36,1,89.21,-166.32,38.77,PATROL
1,203.65,0,38.49,4.39,1,88.00,-166.10,38.80,PATROL
1,201.74,0,39.27,4.41,1,86.93,-165.90,38.83,PATROL
1,199.83,0,39.66,4.43,1,85.83,-165.90,38.85,PATROL
1,197.93,0,40.52,4.45,1,84.83,-165.70,38.88,PATROL
1,195.96,0,41.48,4.48,1,83.72,-165.48,38.91,PATROL
1,194.08,0,42.20,4.50,1,82.65,-165.27,38.93,PATROL
1,192.17,0,42.77,4.52,1,81.58,-165.27,38.95,PATROL
1,190.24,0,43.36,4.54,1,80.47,-165.20,38.98,PATROL
1,188.32,0,43.95,4.57,1,79.39,-165.12,39.00,PATROL
1,186.26,0,44.59,4.59,1,78.26,-165.04,39.02,PATROL
1,184.07,0,45.31,4.62,1,77.01,-164.95,39.05,PATROL
1,181.97,0,46.06,4.64,1,75.76,-164.87,39.07,PATROL
1,179.97,0,46.75,4.66,1,74.62,-164.78,39.09,PATROL
1,177.88,0,47.48,4.69,1,73.46,-164.69,39.11,PATROL
1,175.66,0,48.27,4.71,1,72.23,-164.60,39.14,PATROL
1,173.49,0,49.14,4.74,1,70.90,-164.51,39.13,PATROL
1,171.55,0,49.89,4.76,1,69.78,-164.43,39.10,PATROL
1,169.58,0,50.62,4.78,1,68.70,-164.33,39.12,PATROL
1,167.49,0,51.45,4.80,1,67.49,-164.24,39.15,PATROL
1,165.43,0,52.27,4.83,1,66.32,-164.14,39.17,PATROL
1,163.37,0,53.11,4.85,1,65.13,-164.05,39.18,PATROL
1,161.39,0,53.95,4.87,1,63.97,-163.96,39.20,PATROL
1,159.46,0,54.75,4.90,1,62.88,-163.86,39.22,PATROL
1,157.46,0,55.57,4.92,1,61.76,-163.76,39.24,PATROL
1,155.40,0,1000.00,4.94,1,60.59,-163.66,39.26,PATROL
1,153.40,0,1000.00,4.96,1,59.40,-163.56,39.27,PATROL
1,151.50,0,1000.00,4.99,1,58.31,-163.46,39.29,PATROL
1,149.51,1,1000.00,0.00,1,57.24,-163.35,39.30,CHASE
1,147.49,1,1000.00,0.02,1,56.02,-163.25,39.32,CHASE
1,145.44,1,1000.00,0.05,1,54.94,-163.12,39.34,CHASE
1,143.22,1,1000.00,0.07,1,53.65,-163.00,39.35,CHASE
1,141.07,1,1000.00,0.10,1,52.42,-162.88,39.37,CHASE
1,138.88,1,1000.00,0.12,1,51.19,-162.75,39.39,CHASE
1,136.65,1,1000.00,0.15,1,49.91,-162.61,39.40,CHASE
1,134.45,1,1000.00,0.17,1,48.65,-162.48,39.42,CHASE
1,132.16,1,1000.00,0.20,1,47.40,-162.33,39.43,CHASE
1,129.83,1,1000.00,0.23,1,46.03,-162.18,39.43,CHASE
1,127.45,1,1000.00,0.26,1,44.76,-162.01,39.40,CHASE
1,125.06,1,1000.00,0.28,1,43.30,-161.87,39.41,CHASE
1,122.86,1,1000.00,0.31,1,42.06,-161.71,39.43,CHASE
1,120.72,1,1000.00,0.33,1,40.79,-161.57,39.44,CHASE
1,118.72,1,1000.00,0.35,1,39.64,-161.43,39.45,CHASE
1,116.77,1,1000.00,0.37,1,38.52,-161.28,39.46,CHASE
1,114.79,1,1000.00,0.40,1,37.42,-161.13,39.48,CHASE
1,112.66,1,1000.00,0.42,1,36.25,-160.95,39.49,CHASE
1,110.49,1,1000.00,0.45,1,34.99,-160.78,39.50,CHASE
1,108.46,1,1000.00,0.47,1,33.80,-160.62,39.51,CHASE
1,106.49,1,1000.00,0.49,1,32.70,-160.45,39.52,CHASE
1,104.42,1,1000.00,0.52,1,31.57,-160.27,39.54,CHASE
1,102.25,1,1000.00,0.54,1,30.35,-160.07,39.55,CHASE
1,100.09,1,1000.00,0.57,1,29.11,-159.88,39.56,CHASE
1,98.03,1,1000.00,0.59,1,27.93,-159.69,39.57,CHASE
1,95.77,1,1000.00,0.62,1,26.81,-159.43,39.58,CHASE
1,93.33,1,1000.00,0.64,1,25.33,-159.21,39.59,CHASE
1,91.23,1,1000.00,0.67,1,24.13,-159.00,39.60,CHASE
1,89.21,1,1000.00,0.69,1,23.01,-158.78,39.61,CHASE
1,87.22,1,1000.00,0.71,1,21.89,-158.56,39.62,CHASE
1,85.18,1,1000.00,0.74,1,20.82,-158.31,39.61,CHASE
1,83.14,1,1000.00,0.76,1,19.64,-158.09,39.57,CHASE
1,81.04,1,1000.00,0.79,1,18.62,-157.79,39.58,CHASE
1,78.60,1,1000.00,0.82,1,17.34,-157.47,39.59,CHASE
1,76.33,1,1000.00,0.84,1,16.01,-157.21,39.60,CHASE
1,74.34,1,1000.00,0.86,1,14.99,-156.92,39.61,CHASE
1,72.28,1,1000.00,0.89,1,13.97,-156.61,39.62,CHASE
1,70.19,1,1000.00,0.91,1,12.91,-156.31,39.63,CHASE
1,68.22,1,1000.00,0.93,1,11.94,-156.01,39.64,CHASE
1,66.32,1,1000.00,0.96,1,11.08,-155.69,39.64,CHASE
1,64.32,1,1000.00,0.98,1,10.25,-155.33,39.65,CHASE
1,62.24,1,1000.00,1.00,1,9.41,-154.96,39.66,CHASE
1,60.21,1,1000.00,1.03,1,8.70,-154.58,39.67,CHASE
1,58.20,1,1000.00,1.05,1,8.11,-154.18,39.68,CHASE
1,56.25,1,1000.00,1.07,1,7.67,-153.79,39.68,CHASE
1,54.35,1,1000.00,1.10,1,7.40,-153.37,39.69,CHASE
1,52.39,1,1000.00,1.12,1,7.30,-152.91,39.70,CHASE
1,50.37,1,1000.00,1.14,1,7.39,-152.41,39.71,CHASE
1,48.32,1,1000.00,1.17,1,7.68,-151.88,39.71,CHASE
1,46.27,1,1000.00,1.19,1,8.15,-151.31,39.72,CHASE
1,44.17,1,1000.00,1.22,1,8.79,-150.69,39.73,CHASE
1,42.14,1,1000.00,1.24,1,9.56,-150.08,39.71,CHASE
1,40.16,1,1000.00,1.26,1,10.36,-149.39,39.67,CHASE
1,38.02,1,1000.00,1.29,1,11.29,-148.57,39.68,CHASE
1,35.93,1,1000.00,1.31,1,12.38,-147.82,39.69,CHASE
1,33.93,1,1000.00,1.34,1,13.34,-146.90,39.70,CHASE
1,31.84,1,1000.00,1.36,1,14.48,-145.95,39.70,CHASE
1,29.87,1,1000.00,1.39,1,15.57,-144.95,39.71,CHASE
1,27.88,1,1000.00,1.41,1,16.65,-143.76,39.72,CHASE
1,25.78,1,1000.00,1.44,1,17.85,-142.40,39.72,CHASE
1,23.66,1,1000.00,1.46,1,19.10,-140.86,39.73,CHASE
1,23.66,1,1000.00,0.00,1,19.10,-140.86,0.00,DANCE
1,32.26,1,1000.00,0.02,1,15.01,-151.45,0.00,DANCE
1,41.65,1,1000.00,0.05,1,16.49,-156.85,0.00,DANCE
1,51.38,1,1000.00,0.07,1,22.45,-159.72,0.00,DANCE
1,61.27,1,1000.00,0.10,1,30.36,-161.23,0.00,DANCE
1,71.23,1,1000.00,0.12,1,39.02,-161.93,0.00,DANCE
1,81.23,1,1000.00,0.15,1,48.03,-162.12,0.00,DANCE
1,91.23,1,1000.00,0.17,1,57.20,-161.97,0.00,DANCE
1,101.21,1,45.08,0.20,1,66.46,-161.58,0.00,DANCE
1,111.15,1,37.92,0.22,1,75.74,-161.01,0.00,DANCE
1,121.05,1,32.75,0.25,1,85.03,-160.31,0.00,DANCE
1,130.89,1,30.59,0.28,1,94.30,-159.51,0.00,DANCE
2,140.67,1,30.35,0.30,0,103.54,-158.63,0.00,DANCE
2,150.38,0,23.27,0.33,0,112.74,-157.68,0.00,DANCE
2,160.01,0,18.56,0.36,0,121.89,-156.68,0.00,DANCE
2,169.55,0,18.17,0.39,0,130.99,-155.64,0.00,DANCE
2,179.00,0,22.34,0.41,0,140.01,-154.56,0.00,DANCE
2,188.35,0,29.16,0.44,0,148.96,-153.46,0.00,DANCE
2,197.60,0,36.44,0.46,0,157.84,-152.33,0.00,DANCE
2,206.73,0,40.73,0.49,0,166.62,-151.17,0.00,DANCE
2,215.75,0,33.32,0.51,0,175.32,-150.00,0.00,DANCE
2,224.65,0,25.17,0.54,0,183.92,-148.81,0.00,DANCE
2,233.42,0,15.55,0.57,0,192.41,-147.61,0.00,DANCE
3,242.06,0,6.73,0.59,0,200.80,-146.40,0.00,DANCE
3,250.56,0,6.67,0.62,0,209.08,-145.17,0.00,DANCE
3,258.91,0,15.47,0.64,0,217.23,-143.94,0.00,DANCE
3,267.12,0,25.08,0.67,0,225.27,-142.69,0.00,DANCE
3,275.18,0,34.83,0.69,0,233.17,-141.44,0.00,DANCE
3,283.08,0,44.61,0.72,0,240.94,-140.18,0.00,DANCE
3,290.82,0,1000.00,0.75,0,248.58,-138.92,0.00,DANCE
3,298.39,0,1000.00,0.77,0,256.07,-137.65,0.00,DANCE
3,305.79,0,1000.00,0.80,0,263.42,-136.37,0.00,DANCE
3,313.02,0,1000.00,0.83,0,270.62,-135.09,0.00,DANCE
3,320.06,0,1000.00,0.85,0,277.66,-133.81,0.00,DANCE
3,326.93,0,1000.00,0.88,0,284.54,-132.52,0.00,DANCE
3,333.60,0,1000.00,0.90,0,291.26,-131.23,0.00,DANCE
3,340.08,0,1000.00,0.93,0,297.82,-129.93,0.00,DANCE
3,346.37,0,1000.00,0.95,0,304.20,-128.63,0.00,DANCE
3,352.46,0,1000.00,0.98,0,310.41,-127.33,0.00,DANCE
3,358.35,0,1000.00,1.01,0,316.44,-126.03,0.00,DANCE
3,364.03,0,41.91,1.04,0,322.28,-124.72,0.00,DANCE
3,369.50,0,32.20,1.06,0,327.95,-123.42,0.00,DANCE
3,374.76,0,22.94,1.09,0,333.42,-122.11,0.00,DANCE
3,379.80,0,15.03,1.11,0,338.71,-120.80,0.00,DANCE
3,384.63,0,11.19,1.14,0,343.79,-119.48,0.00,DANCE
3,389.24,0,4.99,1.17,0,348.69,-118.17,0.00,DANCE
3,393.62,0,10.94,1.19,0,353.38,-116.85,0.00,DANCE
3,397.77,0,20.24,1.22,0,357.86,-115.54,0.00,DANCE
3,401.70,0,26.48,1.25,0,362.15,-114.22,0.00,DANCE
3,405.39,0,33.12,1.27,0,366.22,-112.90,0.00,DANCE
3,408.85,0,40.88,1.30,0,370.08,-111.58,0.00,DANCE
3,412.08,0,49.21,1.33,0,373.73,-110.26,0.00,DANCE
3,415.07,0,1000.00,1.36,0,377.17,-108.93,0.00,DANCE
3,417.82,0,1000.00,1.39,0,380.39,-107.61,0.00,DANCE
3,420.33,0,1000.00,1.41,0,383.39,-106.29,0.00,DANCE
3,422.60,0,1000.00,1.44,0,386.17,-104.96,0.00,DANCE
3,424.63,0,1000.00,1.46,0,388.73,-103.64,0.00,DANCE
3,426.41,0,1000.00,1.49,0,391.06,-102.31,0.00,DANCE
3,427.94,0,1000.00,1.51,0,393.17,-100.99,0.00,DANCE
3,429.23,0,1000.00,1.54,0,395.05,-99.66,0.00,DANCE
3,430.28,0,1000.00,1.56,0,396.71,-98.34,0.00,DANCE
3,431.07,0,1000.00,1.59,0,398.14,-97.01,0.00,DANCE
3,431.62,0,1000.00,1.61,0,399.34,-95.68,0.00,DANCE
3,431.92,0,1000.00,1.64,0,400.31,-94.36,0.00,DANCE
3,431.97,0,1000.00,1.67,0,401.04,-93.03,0.00,DANCE
3,431.77,0,1000.00,1.69,0,401.55,-91.71,0.00,DANCE
3,431.33,0,1000.00,1.72,0,401.83,-90.38,0.00,DANCE
3,430.63,0,1000.00,1.74,0,401.88,-89.05,0.00,DANCE
3,429.69,0,1000.00,1.76,0,401.69,-87.73,0.00,DANCE
3,428.50,0,1000.00,1.79,0,401.27,-86.40,0.00,DANCE
3,427.07,0,1000.00,1.82,0,400.63,-85.08,0.00,DANCE
3,425.39,0,1000.00,1.84,0,399.75,-83.75,0.00,DANCE
3,423.46,0,1000.00,1.87,0,398.64,-82.43,0.00,DANCE
3,421.29,0,1000.00,1.89,0,397.31,-81.10,0.00,DANCE
3,418.88,0,1000.00,1.92,0,395.74,-79.78,0.00,DANCE
3,416.23,0,1000.00,1.94,0,393.95,-78.45,0.00,DANCE
3,413.34,0,1000.00,1.97,0,391.93,-77.13,0.00,DANCE
3,410.21,0,1000.00,1.99,0,389.68,-75.81,0.00,DANCE
3,406.84,0,1000.00,2.02,0,387.22,-74.49,0.00,DANCE
3,403.24,0,1000.00,2.04,0,384.52,-73.17,0.00,DANCE
3,399.41,0,1000.00,2.06,0,381.61,-71.85,0.00,DANCE
3,395.35,0,1000.00,2.09,0,378.48,-70.53,0.00,DANCE
3,391.06,0,1000.00,2.11,0,375.13,-69.22,0.00,DANCE
3,386.55,0,1000.00,2.14,0,371.57,-67.90,0.00,DANCE
3,381.81,0,1000.00,2.16,0,367.79,-66.59,0.00,DANCE
